message,attributes,tags,timestamp
- ** ---------- .> results:     redis://default:**@redis.railway.internal:6379/,"{""level"":""info""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:16:43.308566901Z
- *** --- * --- .> concurrency: 2 (prefork),"{""level"":""info""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:16:43.308578134Z
-- ******* ---- .> task events: OFF (enable -E to monitor tasks in this worker),"{""level"":""info""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:16:43.308583732Z
--- ***** ----- ,"{""level"":""info""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:16:43.308588291Z
 -------------- [queues],"{""level"":""info""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:16:43.308593338Z
                .> research         exchange=research(direct) key=research,"{""level"":""info""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:16:43.308598565Z
                ,"{""level"":""info""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:16:43.308606110Z
,"{""level"":""info""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:16:43.308612079Z
[tasks],"{""level"":""info""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:16:43.308617417Z
  . backend.worker.process_evolving_job,"{""level"":""info""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:16:43.308623511Z
  . backend.worker.run_booster,"{""level"":""info""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:16:43.308631090Z
  . backend.worker.run_gemini_video_job,"{""level"":""info""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:16:43.308640631Z
  . backend.worker.run_producer_task,"{""level"":""info""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:16:43.308647815Z
  . backend.worker.run_research_job,"{""level"":""info""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:16:43.308654802Z
  . backend.worker.run_transcript_job,"{""level"":""info""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:16:43.308660933Z
,"{""level"":""info""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:16:43.308667697Z
"[2026-01-21 14:16:42,817: INFO/MainProcess] Connected to redis://default:**@redis.railway.internal:6379//","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:16:43.308674073Z
"[2026-01-21 14:16:43,871: INFO/MainProcess] mingle: sync with 1 nodes","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:16:44.379630443Z
"[2026-01-21 14:16:43,871: INFO/MainProcess] mingle: sync complete","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:16:44.379638211Z
"[2026-01-21 14:16:43,912: INFO/MainProcess] celery@f657dd63bd87 ready.","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:16:44.379645999Z
"[2026-01-21 14:36:25,942: INFO/MainProcess] Task backend.worker.run_research_job[70f70780-2ae5-4a1a-acd3-514200db5014] received","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:26.390598584Z
2026-01-21 14:36:25.947 | INFO     | backend.worker:run_research_job:87 - Starting research job 70f70780-2ae5-4a1a-acd3-514200db5014 for topic: carlos 8,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:26.390608220Z
2026-01-21 14:36:25.948 | INFO     | backend.state.factory:get_job_store:23 - Using SupabaseJobStore,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:26.390617438Z
"[2026-01-21 14:36:26,132: INFO/ForkPoolWorker-2] HTTP Request: GET https://lmkqozgsrwisozebskzd.supabase.co/rest/v1/jobs?id=eq.70f70780-2ae5-4a1a-acd3-514200db5014&limit=1 ""HTTP/1.1 200 OK""","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:26.390626469Z
2026-01-21 14:36:26.134 | INFO     | backend.worker:run_research_job:117 - [70f70780-2ae5-4a1a-acd3-514200db5014] Running semantic-only pipeline (user-supplied sources),"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:26.390635348Z
2026-01-21 14:36:26.380 | INFO     | backend.worker:_run_mixed_input_job:197 - [70f70780-2ae5-4a1a-acd3-514200db5014] Running mixed-input semantic pipeline,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:26.390643463Z
"2026-01-21 14:36:26.380 | DEBUG    | backend.state.impl.supabase_store:_patch_job:530 - Updating job 70f70780-2ae5-4a1a-acd3-514200db5014 in Supabase with keys: ['status', 'progress_percent', 'stage', 'stage_started_at']","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:26.390653873Z
"[2026-01-21 14:36:26,437: INFO/ForkPoolWorker-2] HTTP Request: PATCH https://lmkqozgsrwisozebskzd.supabase.co/rest/v1/jobs?id=eq.70f70780-2ae5-4a1a-acd3-514200db5014 ""HTTP/1.1 200 OK""","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:26.442238146Z
2026-01-21 14:36:26.438 | INFO     | backend.worker:_run_mixed_input_job:208 - [70f70780-2ae5-4a1a-acd3-514200db5014] Building identity for video: https://www.youtube.com/watch?v=5RZqgIzUn6w,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:26.447221247Z
2026-01-21 14:36:26.444 | INFO     | backend.pipeline.stages.source_identity:build_source_identity_from_video:135 - Building identity for SRC_1: Untitled Video...,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:26.447229542Z
2026-01-21 14:36:26.444 | INFO     | backend.pipeline.transcript_acquisition:acquire_transcript:279 - Tier 1 (Supadata): https://www.youtube.com/watch?v=5RZqgIzUn6w...,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:26.447236162Z
2026-01-21 14:36:26.462 | INFO     | backend.integrations.supadata_client:get_transcript:94 - Supadata transcript: https://www.youtube.com/watch?v=5RZqgIzUn6w... (mode=native),"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:26.471918635Z
"[2026-01-21 14:36:27,924: INFO/ForkPoolWorker-2] HTTP Request: GET https://api.supadata.ai/v1/transcript?url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3D5RZqgIzUn6w&mode=native&lang=en ""HTTP/1.1 200 OK""","{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:28.345614784Z
2026-01-21 14:36:27.925 | INFO     | backend.pipeline.transcript_acquisition:acquire_transcript:282 - ✓ Supadata success for https://www.youtube.com/watch?v=5RZqgIzUn6w,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:28.345627814Z
2026-01-21 14:36:27.926 | INFO     | backend.pipeline.stages.source_identity:build_source_identity_from_video:154 -   ✓ Transcript acquired via supadata (mode: transcript_grounded),"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:28.345634425Z
2026-01-21 14:36:27.930 | INFO     | backend.worker:_run_mixed_input_job:208 - [70f70780-2ae5-4a1a-acd3-514200db5014] Building identity for video: https://www.youtube.com/watch?v=fNgRdEpZC50,"{""level"":""error""}","{""project"":""9d40e7f3-4b60-4456-8a56-9ade9a9c3321"",""environment"":""59e52e41-2327-4f16-a8a9-74c13e10c396"",""service"":""66678abd-06ed-40f5-95f9-d619e45aee46"",""deployment"":""0ba55602-4599-4d24-86e2-e3636c2c93a3"",""replica"":""390d387c-2111-4aad-aa22-89ed9c1d5e10""}",2026-01-21T14:36:28.345642492Z
